order_id,customer_id,order_status,order_purchase_ts,order_delivered_customer_ts,order_estimated_delivery_ts,is_late_delivery,items_value,freight_value,payment_value,gross_value
41bb5cee06dbf170878a9ef93ac7e7f5,1833a0540067becaf59368fe4cd4303a,delivered,2018-05-14T08:35:33.0000000,2018-05-18T14:48:38.0000000,2018-06-08T00:00:00.0000000,0,10.90,12.79,23.69,23.69
6a0a8bfbbe700284feb0845d95e0867f,68451b39b1314302c08c65a29f1140fc,delivered,2017-11-22T11:32:22.0000000,2017-12-28T19:43:00.0000000,2017-12-11T00:00:00.0000000,1,83.90,17.84,101.74,101.74
f7959f8385f34c4f645327465a1c9fc4,0bf19317b1830a69e55b40710576aa7a,delivered,2017-03-30T07:50:33.0000000,2017-04-10T02:59:52.0000000,2017-04-26T00:00:00.0000000,0,17.90,10.96,28.86,28.86
23f553848a03aaab35bb3f9f87725125,c622b892a190735ef81c0087973fa16d,delivered,2018-06-05T09:10:34.0000000,2018-06-18T12:36:54.0000000,2018-07-23T00:00:00.0000000,0,99.20,18.57,117.77,117.77
e3447938231fb6ba2fee0231b51eca59,2c3642e1392097fb4af76a76fec16a46,delivered,2018-08-26T11:04:26.0000000,2018-08-28T21:06:31.0000000,2018-08-30T00:00:00.0000000,0,160.00,12.14,172.14,172.14
e346cd9299371b18c0b28e8e29a5e376,fb9590a1e30e0ba8304ea73a31325797,delivered,2017-05-17T08:36:11.0000000,2017-05-23T13:32:30.0000000,2017-06-06T00:00:00.0000000,0,29.90,12.69,42.59,42.59
a5474c0071dd5d1074e12d417078bbd0,ef15b3240b2083e0487762ee2978d2b8,delivered,2018-07-30T22:41:44.0000000,2018-08-03T19:28:47.0000000,2018-08-02T00:00:00.0000000,1,13.99,7.39,21.38,21.38
0760a852e4e9d89eb77bf631eaaf1c84,d2a79636084590b7465af8ab374a8cf5,invoiced,2018-08-03T17:44:42.0000000,,2018-08-21T00:00:00.0000000,0,35.00,15.35,50.35,50.35
bb7c5cf4dff9994daeab7c8ee9d287aa,9a4900710ff76d73cb3a0d152e73adf0,delivered,2018-03-01T22:14:26.0000000,2018-03-09T14:48:21.0000000,2018-03-26T00:00:00.0000000,0,535.90,18.50,554.40,554.40
66d03fb3c4b0f80b5db04ef9c260336d,c39bde0d4030d5e31e654f0c20db9786,delivered,2018-02-06T21:09:10.0000000,2018-02-16T20:24:42.0000000,2018-03-07T00:00:00.0000000,0,69.90,26.11,96.01,96.01
a6cd683d4bd3b9b1f0aa37b27f8116d3,48f239e15744ed5e7ffbafc6bb6e882b,delivered,2017-01-28T23:45:53.0000000,2017-02-10T17:30:19.0000000,2017-03-10T00:00:00.0000000,0,589.90,20.00,609.90,609.90
bfe42c22ecbf90bc9f35cf591270b6a7,803ac05904124294f8767894d6da532b,delivered,2018-01-27T22:04:34.0000000,2018-02-09T20:16:40.0000000,2018-02-26T00:00:00.0000000,0,27.30,15.10,42.40,42.40
e1da8361c76cab67aa3588a1fbf1af54,dd854e24b40e3bc2b306946dee252015,delivered,2017-07-01T15:42:32.0000000,2017-07-12T20:17:57.0000000,2017-07-25T00:00:00.0000000,0,235.99,17.41,253.40,253.40
af5b0604e113e1526593d505a26ef39d,b896b244963dc7543d400ad82d6710e0,delivered,2017-09-27T12:07:22.0000000,2017-09-30T17:13:01.0000000,2017-10-16T00:00:00.0000000,0,19.90,8.72,28.62,28.62
9d531c565e28c3e0d756192f84d8731f,d4faa220408c20e53595d2950f361f3b,delivered,2017-11-28T21:00:44.0000000,2018-01-23T21:38:52.0000000,2017-12-22T00:00:00.0000000,1,25.99,14.10,40.09,40.09
4da3bd761ca73d692ae0f5c252495546,65ee4aa816cda8ad41e05c75e1cb691e,delivered,2018-02-01T12:31:21.0000000,2018-02-02T16:12:53.0000000,2018-02-19T00:00:00.0000000,0,18.50,7.94,26.44,26.44
80d817467dc3d0a4bb5ab8986c962b1f,a4a2abd07b1cdd4902cf245cdfa1451d,delivered,2018-08-22T16:10:29.0000000,2018-08-28T14:52:43.0000000,2018-09-05T00:00:00.0000000,0,99.80,33.08,132.88,132.88
c75acba615d2db29345327974641467d,2b47ff70d422cc3ada976dea40f48782,delivered,2018-07-06T23:36:15.0000000,2018-07-13T17:18:42.0000000,2018-08-10T00:00:00.0000000,0,84.99,26.90,111.89,111.89
210e60465099814a1d2c7635e4065153,fc849c5fbc7e2b0c7cfebc138886c693,delivered,2018-05-09T18:27:00.0000000,2018-05-22T00:08:26.0000000,2018-05-29T00:00:00.0000000,0,199.00,32.79,231.79,231.79
8fc207e94fa91a7649c5a5dab690272a,c69f8b33e62ecb30ff78ae46d7fb9241,delivered,2017-11-26T17:49:46.0000000,2018-01-20T13:42:22.0000000,2017-12-19T00:00:00.0000000,1,109.90,25.61,135.51,135.51
4b3a605942f29d490cb74bd6ace6b9f0,e8a332c3433fbd37920ec89fc295d075,delivered,2017-09-29T09:32:17.0000000,2017-09-30T16:55:39.0000000,2017-10-17T00:00:00.0000000,0,29.99,8.11,38.10,38.10
1c35ac660d7ef6691b25d20df3d6eccb,68c85132eb3b96fbe6cbddc09a568d24,delivered,2017-06-27T23:11:57.0000000,2017-06-29T10:16:35.0000000,2017-07-10T00:00:00.0000000,0,59.90,14.13,74.03,74.03
01a75ac3dd000b7628a684be97c29234,57ee2ef64f17a5f9a4bf30489b06326c,delivered,2018-01-23T10:32:39.0000000,2018-02-07T14:59:03.0000000,2018-02-21T00:00:00.0000000,0,42.90,15.10,58.00,58.00
