order_id,customer_id,order_status,order_purchase_ts,order_delivered_customer_ts,order_estimated_delivery_ts,is_late_delivery,order_item_id,product_id,seller_id,price,freight_value,gross_item_value,payment_value
00061f2a7bc09da83e415a52dc8a4af1,c6fc061d86fab1e2b2eac259bac71a49,delivered,2018-03-24T22:16:10.0000000,2018-03-29T00:04:19.0000000,2018-04-09T00:00:00.0000000,0,1,d63c1011f49d98b976c352955b1c4bea,cc419e0650a3c5ba77189a1882b7556a,59.99,8.88,68.87,68.87
00063b381e2406b52ad429470734ebd5,6a899e55865de6549a58d2c6845e5604,delivered,2018-07-27T17:21:27.0000000,2018-08-07T13:56:52.0000000,2018-08-07T00:00:00.0000000,1,1,f177554ea93259a5b282f24e33f65ab6,8602a61d680a10a82cceeeda0d99ea3d,45,12.98,57.98,57.98
0006ec9db01a64e59a68b2c340bf65a7,5d178120c29c61748ea95bac23cb8f25,delivered,2018-07-24T17:04:17.0000000,2018-07-31T01:04:15.0000000,2018-08-22T00:00:00.0000000,0,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,74,23.32,97.32,97.32
0008288aa423d2a3f00fcb17cd7d8719,2355af7c75e7c98b43a87b2a7f210dc5,delivered,2018-02-13T22:10:21.0000000,2018-02-26T13:55:22.0000000,2018-03-06T00:00:00.0000000,0,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,49.9,13.37,63.27,126.54
0008288aa423d2a3f00fcb17cd7d8719,2355af7c75e7c98b43a87b2a7f210dc5,delivered,2018-02-13T22:10:21.0000000,2018-02-26T13:55:22.0000000,2018-03-06T00:00:00.0000000,0,2,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,49.9,13.37,63.27,126.54
0009792311464db532ff765bf7b182ae,2a30c97668e81df7c17a8b14447aeeba,delivered,2018-08-14T20:43:09.0000000,2018-08-22T12:02:27.0000000,2018-08-28T00:00:00.0000000,0,1,8cab8abac59158715e0d70a36c807415,530ec6109d11eaaf87999465c6afee01,99.9,27.65,127.55,127.55
0009c9a17f916a706d71784483a5d643,8a250edc40ebc5c3940ebc940f16a7eb,delivered,2018-04-25T09:10:41.0000000,2018-04-30T17:54:25.0000000,2018-05-09T00:00:00.0000000,0,1,3f27ac8e699df3d300ec4a5d8c5cf0b2,fcb5ace8bcc92f75707dc0f01a27d269,639,11.34,650.34,650.34
000aed2e25dbad2f9ddb70584c5a2ded,fff5169e583fd07fac9fec88962f189d,delivered,2018-05-11T20:33:38.0000000,2018-05-18T16:46:31.0000000,2018-05-22T00:00:00.0000000,0,1,4fa33915031a8cde03dd0d3e8fb27f01,fe2032dab1a61af8794248c8196565c9,144,8.77,152.77,152.77
000c3e6612759851cc3cbb4b83257986,3773bcf1a6fbd29233ea1c1b573c4f22,delivered,2017-08-12T10:08:57.0000000,2017-08-19T15:22:17.0000000,2017-09-01T00:00:00.0000000,0,1,b50c950aba0dcead2c48032a690ce817,218d46b86c1881d022bce9c68a7d4b15,99,13.71,112.71,112.71
000e562887b1f2006d75e0be9558292e,2b01d668726fb0b751c55918c0437b7b,delivered,2018-02-22T11:54:42.0000000,2018-03-12T18:46:34.0000000,2018-03-19T00:00:00.0000000,0,1,5ed9eaf534f6936b51d0b6c5e4d5c2e9,8cbac7e12637ed9cffa18c7875207478,25,16.11,41.11,41.11
000e63d38ae8c00bbcb5a30573b99628,98884e672c5ba85f4394f2044e1a3eab,delivered,2018-03-23T19:48:26.0000000,2018-03-27T14:51:47.0000000,2018-04-05T00:00:00.0000000,0,1,553e0e7590d3116a072507a3635d2877,1c129092bf23f28a5930387c980c0dfc,47.9,8.88,56.78,56.78
000e906b789b55f64edcb1f84030f90d,6a3b2fc9f270df258605e22bef19fd88,delivered,2017-11-21T18:54:23.0000000,2017-12-09T17:27:23.0000000,2017-12-07T00:00:00.0000000,1,1,57d79905de06d8897872c551bfd09358,ea8482cd71df3c1969d7b9473ff13abc,21.99,11.85,33.84,33.84
000f25f4d72195062c040b12dce9a18a,86ade8ebc14f18dd6c3ea75bd0eb7534,delivered,2018-03-07T10:33:13.0000000,2018-03-22T16:51:52.0000000,2018-04-11T00:00:00.0000000,0,1,1c05e0964302b6cf68ca0d15f326c6ba,7c67e1448b00f6e969d365cea6b010ab,119.99,44.4,164.39,164.39
001021efaa8636c29475e7734483457d,2dfbf74859104caf100df3720a1d833d,delivered,2018-02-27T09:27:14.0000000,2018-03-08T20:06:33.0000000,2018-03-23T00:00:00.0000000,0,1,5d7c23067ed3fc8c6e699b9373d5890b,6560211a19b47992c3666cc44a7e94c0,49,15.1,64.1,64.1
0010b2e5201cc5f1ae7e9c6cc8f5bd00,57ef317d4818cb42680fc9dfd13867ce,delivered,2017-09-11T17:39:33.0000000,2017-09-23T13:21:21.0000000,2017-09-27T00:00:00.0000000,0,1,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,48.9,16.6,65.5,65.5
00119ff934e539cf26f92b9ef0cdfed8,7dd2e283f47deac853cf70f3b63c8d86,delivered,2017-08-06T00:42:49.0000000,2017-08-16T17:29:59.0000000,2017-08-31T00:00:00.0000000,0,1,21b1c2f67a9aafb5af0eb06c13b9dbda,c864036feaab8c1659f65ea4faebe1da,219.9,16.98,236.88,236.88
0011d82c4b53e22e84023405fb467e57,2013d892495e1a101d742d533d2d1119,delivered,2018-01-16T21:43:23.0000000,2018-01-26T22:14:02.0000000,2018-02-15T00:00:00.0000000,0,1,c389f712c4b4510bc997cee93e8b1a28,bfd27a966d91cfaafdb25d076585f0da,289,26.33,315.33,315.33
00125cb692d04887809806618a2a145f,8afb90a97ee661103014329b1bcea1a2,delivered,2017-03-23T12:21:17.0000000,2017-04-07T15:32:47.0000000,2017-04-20T00:00:00.0000000,0,1,1c0c0093a48f13ba70d0c6b0a9157cb7,41b39e28db005d9731d9d485a83b4c38,109.9,25.51,135.41,135.41
00130c0eee84a3d909e75bc08c5c3ca1,47d656c08a282ec5ab4c1f18303a3a30,delivered,2018-06-11T21:17:00.0000000,2018-06-13T15:28:25.0000000,2018-06-20T00:00:00.0000000,0,1,89321f94e35fc6d7903d36f74e351d40,16090f2ca825584b5a147ab24aa30c86,27.9,7.94,35.84,35.84
0013503b13da1eac686219390b7d641b,f7277fce45fad3165379c15cacf5ddbe,delivered,2017-12-05T23:40:59.0000000,2017-12-20T22:46:28.0000000,2017-12-28T00:00:00.0000000,0,1,38afdf723b95d455b418a0f57d623c6b,1554a68530182680ad5c8b042c3ab563,119.9,17.32,137.22,137.22
00137e170939bba5a3134e2386413108,7b63cba66b8e6d002e94d0990c1e2868,delivered,2017-11-24T16:50:38.0000000,2017-12-11T19:12:55.0000000,2017-12-18T00:00:00.0000000,0,1,672e757f331900b9deea127a2a7b79fd,e59aa562b9f8076dd550fcddf0e73491,397,24.65,421.65,421.65
001427c0ec99cf8af737bd88e92fd444,eab9c552374be06ed15923016dc9e588,delivered,2018-04-07T18:51:22.0000000,2018-04-25T23:38:41.0000000,2018-05-10T00:00:00.0000000,0,1,28b4eced95a52d9c437a4caf9d311b95,77530e9772f57a62c906e1c21538ab82,59.9,23.35,83.25,83.25
00143d0f86d6fbd9f9b38ab440ac16f5,2e45292979b9b2700ea09560eeb0f803,delivered,2017-10-16T15:29:43.0000000,2017-10-27T18:43:56.0000000,2017-11-06T00:00:00.0000000,0,1,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,21.33,15.1,36.43,109.29
00143d0f86d6fbd9f9b38ab440ac16f5,2e45292979b9b2700ea09560eeb0f803,delivered,2017-10-16T15:29:43.0000000,2017-10-27T18:43:56.0000000,2017-11-06T00:00:00.0000000,0,2,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,21.33,15.1,36.43,109.29
00143d0f86d6fbd9f9b38ab440ac16f5,2e45292979b9b2700ea09560eeb0f803,delivered,2017-10-16T15:29:43.0000000,2017-10-27T18:43:56.0000000,2017-11-06T00:00:00.0000000,0,3,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,21.33,15.1,36.43,109.29
0014ae671de39511f7575066200733b7,41065d9dcea52218c3943d2eed072b97,delivered,2017-05-22T13:49:03.0000000,2017-06-07T13:52:52.0000000,2017-06-13T00:00:00.0000000,0,1,23365beed316535b4105bd800c46670e,92eb0f42c21942b6552362b9b114707d,16.5,14.1,30.6,30.6
0015ebb40fb17286bea51d4607c4733c,da43a556bf5c36a1104c473cff77de6c,delivered,2018-01-14T09:01:36.0000000,2018-02-01T20:29:51.0000000,2018-02-15T00:00:00.0000000,0,1,50fd2b788dc166edd20512370dac54df,8b321bb669392f5163d04c59e235e066,21.9,15.1,37,37
00169e31ef4b29deaae414f9a5e95929,efb3830adb68fb8a89c948774388ec28,delivered,2018-01-16T09:26:39.0000000,2018-01-23T20:19:04.0000000,2018-02-07T00:00:00.0000000,0,1,b10eba910a974df70b8a12d0665cdb9e,a3e9a2c700480d9bb01fba070ba80a0e,39,16.11,55.11,55.11
0016dfedd97fc2950e388d2971d718c7,2c8b917c5d7dd720ebe36a5ed3b501ec,delivered,2017-04-28T19:54:40.0000000,2017-05-22T18:32:21.0000000,2017-06-01T00:00:00.0000000,0,1,4089861a1bd4685da70bddd6b4f974f1,a35124e2d763d7ca3fbe3b97d143200f,49.75,20.8,70.55,70.55
0017afd5076e074a48f1f1a4c7bac9c5,8085a9af46f619bc25966f151a362b0d,delivered,2017-04-06T22:16:10.0000000,2017-05-23T08:32:07.0000000,2017-05-19T00:00:00.0000000,1,1,fe59a1e006df3ac42bf0ceb876d70969,25c5c91f63607446a97b143d2d535d31,809.1,44.29,853.39,853.39
001862358bf858722e1e2ae000cfed8b,2cf869dd40c98f29686f636d83545cce,delivered,2018-02-06T19:11:57.0000000,2018-02-15T22:57:01.0000000,2018-03-02T00:00:00.0000000,0,1,c6dd917a0be2a704582055949915ab32,7a67c85e85bb2ce8582c35f2203ad736,99.99,13.72,113.71,113.71
0019c29108428acffd089c36103c9440,5f6bbac628ae418db4e0f92932f899c1,delivered,2018-03-06T06:40:28.0000000,2018-03-16T22:34:53.0000000,2018-04-11T00:00:00.0000000,0,1,28b4eced95a52d9c437a4caf9d311b95,77530e9772f57a62c906e1c21538ab82,59.9,19.95,79.85,79.85
001ab0a7578dd66cd4b0a71f5b6e1e41,8bb3bef4e75a95524235cdc11a7331af,delivered,2017-12-27T00:38:47.0000000,2018-01-17T20:43:29.0000000,2018-01-29T00:00:00.0000000,0,1,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,24.89,17.63,42.52,127.56
001ab0a7578dd66cd4b0a71f5b6e1e41,8bb3bef4e75a95524235cdc11a7331af,delivered,2017-12-27T00:38:47.0000000,2018-01-17T20:43:29.0000000,2018-01-29T00:00:00.0000000,0,2,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,24.89,17.63,42.52,127.56
001ab0a7578dd66cd4b0a71f5b6e1e41,8bb3bef4e75a95524235cdc11a7331af,delivered,2017-12-27T00:38:47.0000000,2018-01-17T20:43:29.0000000,2018-01-29T00:00:00.0000000,0,3,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,24.89,17.63,42.52,127.56
001ac194d4a326a6fa99b581e9a3d963,f4f17ada91ef010cbde3892ae54e625f,delivered,2018-07-04T11:39:11.0000000,2018-07-12T17:48:49.0000000,2018-07-17T00:00:00.0000000,0,1,dbaee28f4ee64465838a229582d77520,ffc470761de7d0232558ba5e786e57b7,54,8.54,62.54,62.54
001b76dd48a5b1eee3e87778daa40df8,a62843b08086d1629415a203a7fd419d,delivered,2018-03-26T17:42:53.0000000,2018-04-06T18:36:23.0000000,2018-04-27T00:00:00.0000000,0,1,dbb67791e405873b259e4656bf971246,9c0e69c7bf2619675bbadf47b43f655a,81.99,13.01,95,95
001c85b5f68d2be0cb0797afc9e8ce9a,48ed31e735f1c420ed6ca3637b7c744d,delivered,2017-11-24T19:19:18.0000000,2017-12-22T18:37:40.0000000,2017-12-14T00:00:00.0000000,1,1,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,99,13.71,112.71,112.71
001d8f0e34a38c37f7dba2a37d4eba8b,d987da9fb4086ab7c2c0f83963cd6722,delivered,2017-05-14T17:19:44.0000000,2017-05-26T13:14:50.0000000,2017-05-24T00:00:00.0000000,1,1,e67307ff0f15ade43fcb6e670be7a74c,f4aba7c0bca51484c30ab7bdc34bcdd1,18.99,7.78,26.77,53.54
001d8f0e34a38c37f7dba2a37d4eba8b,d987da9fb4086ab7c2c0f83963cd6722,delivered,2017-05-14T17:19:44.0000000,2017-05-26T13:14:50.0000000,2017-05-24T00:00:00.0000000,1,2,e67307ff0f15ade43fcb6e670be7a74c,f4aba7c0bca51484c30ab7bdc34bcdd1,18.99,7.78,26.77,53.54
001daeb0eddc45b999bad0801ad9d273,3ba02060e681d361d603d5f7ef0a730b,delivered,2017-05-17T23:19:34.0000000,2017-06-08T15:34:07.0000000,2017-06-19T00:00:00.0000000,0,1,30c01cc81c9eb80469371743813789cc,f45122a9ab94eb4f3f8953578bc0c560,38.33,16.79,55.12,55.12
001dbc16dc51075e987543d23a0507c7,698a74f33469466fa4172e829505d1c6,delivered,2017-01-28T13:17:57.0000000,2017-02-13T13:17:47.0000000,2017-03-20T00:00:00.0000000,0,1,777d2e438a1b645f3aec9bd57e92672c,4a3ca9315b744ce9f8e9374361493884,69.9,18,87.9,87.9
001e7ba991be1b19605ca0316e7130f9,b6a1445ee505f3a95c827e7a5188ad02,delivered,2017-03-18T11:47:37.0000000,2017-03-28T14:23:33.0000000,2017-04-12T00:00:00.0000000,0,1,884fa3cd42986ba480ea2f8ae4e25ff7,3340ef1913fb70d28420f6ceb685c339,195,18.21,213.21,213.21
001e7cf2ad6bef3ade12ebc56ceaf0f3,d1684ed69f8fd574b7c344de923f379a,delivered,2018-05-19T10:29:23.0000000,2018-06-04T18:08:23.0000000,2018-06-05T00:00:00.0000000,0,1,bdcf6a834e8faa30dac3886c7a58e92e,2a84855fd20af891be03bc5924d2b453,35.9,15.2,51.1,51.1
0020262c8a370bd5a174ea6a2a267321,9ec353f970bdf785f6568724d9ea19aa,delivered,2017-11-28T09:32:49.0000000,2017-12-02T12:27:33.0000000,2017-12-22T00:00:00.0000000,0,1,a5341e3f8155dbb3e62323d3ea289729,ff063b022a9a0aab91bad2c9088760b7,79.5,21.05,100.55,100.55
0020a222f55eb79a372d0efee3cca688,0c45155afd8ff99622c40824057f9b34,delivered,2017-08-15T02:45:18.0000000,2017-08-24T19:19:56.0000000,2017-09-06T00:00:00.0000000,0,1,e19ddcc85537b41f22116c8d5425ef46,8a32e327fe2c1b3511609d81aaf9f042,29.99,15.1,45.09,45.09
002175704e8b209f61b9ad5cfd92b60e,a562db3c7cb9a68947debd30879b491e,delivered,2018-04-22T12:13:25.0000000,2018-05-02T20:38:44.0000000,2018-05-14T00:00:00.0000000,0,1,e6b6e13cf71449a457269f425b89dc74,b2ba3715d723d245138f291a6fe42594,109.9,13.21,123.11,123.11
00229e4e43f7a7e0b9dd819ad43268d3,655418b3cc52d17ccb5b4330a7f03197,delivered,2018-03-31T16:41:54.0000000,2018-04-05T19:02:44.0000000,2018-04-26T00:00:00.0000000,0,1,13fcfc313dfb2217e5ee3000a702f9ef,c3cfdc648177fdbbbb35635a37472c53,74.9,16.49,91.39,91.39
0025081dcf9330f9a5052ae82c6ce396,7e6fefa11d6a2c832593264f69df9de3,delivered,2018-03-27T16:25:35.0000000,2018-04-05T23:48:37.0000000,2018-04-17T00:00:00.0000000,0,1,4e3f399366b0047a572b6682f9bb166e,5f3ae9136c875522250f8184f253413a,14.95,18.23,33.18,33.18
00254baeb6c932b0a8aeead91fbd02b5,ce0421a97232c2a1194cdb66cd3ebb9d,delivered,2018-05-08T21:45:54.0000000,2018-05-30T19:38:36.0000000,2018-06-05T00:00:00.0000000,0,1,18901878788fec7ddc55e64d1ace8187,e8b4225284fbb02d16f200513f1f395d,149.9,43.11,193.01,193.01
00259a44fcad3fc0474329e925d14fc3,7715f80f77f2ebf4583f97a0a6a7548b,delivered,2017-12-27T17:52:11.0000000,2018-01-04T13:32:46.0000000,2018-01-22T00:00:00.0000000,0,1,0c4d0a08f95c7b7dc5dc7402bfdafd4c,9f505651f4a6abe901a56cdc21508025,19.99,14.1,34.09,34.09
0025c5d1a8ca53a240ec2634bb4492ea,2430ad4b1b6efb56cf3050b5d3cf5e54,delivered,2018-07-08T09:17:59.0000000,2018-07-31T10:51:58.0000000,2018-08-03T00:00:00.0000000,0,1,35537536ed2b4c561b4018bf3abf54e0,955fee9216a65b617aa5c0531780ce60,390,29.39,419.39,419.39
002611a77fe03d076285fd4ca95db77c,2b6cb6a4852a866c3b71dcbc7c5a2fce,delivered,2018-02-27T17:46:23.0000000,2018-03-22T19:03:31.0000000,2018-03-26T00:00:00.0000000,0,1,fe077ec80df6b4ee60bb4498d5ab1962,87142160b41353c4e5fca2360caf6f92,135,21.75,156.75,156.75
002691433f09002ac9ca0c4e8dbb8ead,630b8c2f4134e83812d827e8006caa85,delivered,2017-02-02T21:18:03.0000000,2017-02-07T13:04:37.0000000,2017-03-03T00:00:00.0000000,0,1,430d215740da7fdda91cc938f8fd92f6,0887a9f087bcd5d9f6642b52f897fc6c,104,16.43,120.43,120.43
0026a368634b6e6f34f33b1499773a30,66b8528f2144c6cf919795323c4d43fb,delivered,2017-10-27T21:10:26.0000000,2017-11-07T21:58:51.0000000,2017-12-01T00:00:00.0000000,0,1,892832da5b05b0f54578e1f14f193c22,12b9676b00f60f3b700e83af21824c0e,149,15.8,164.8,164.8
00275bce676303c3bfd7292aefdfa223,a12427487c970a4a75dbeb5884f126a8,delivered,2017-11-24T23:10:30.0000000,2017-12-04T19:42:16.0000000,2017-12-14T00:00:00.0000000,0,1,6490b9f63b0b595e1c1402b46b0f50ad,99eaacc9e6046db1c82b163c5f84869f,279.9,13.46,293.36,293.36
00276d5c3491fbf55305e26891040df9,54686c41e86854e35879efbd1c2cab1b,delivered,2018-02-13T11:47:21.0000000,2018-03-16T19:57:52.0000000,2018-03-22T00:00:00.0000000,0,1,71c89e9d8fa274b017279aa322cd0e19,8f78f0903005064036736c7173a5c2ed,44.9,23.22,68.12,68.12
002834535f7a609a5c68266f173fa59e,89a6b1bfbe1b366503995b8df4c49450,delivered,2018-07-23T17:26:00.0000000,2018-08-11T01:48:33.0000000,2018-08-14T00:00:00.0000000,0,1,df3655ac9aa8c6cbfa63bdd8d3b09c50,ea8482cd71df3c1969d7b9473ff13abc,37.99,19.18,57.17,57.17
0028de0ca693a1bb26448916a81105cc,4b4773853bbbc435ddddd51bd6c6a002,delivered,2018-08-15T14:59:36.0000000,2018-08-28T18:58:21.0000000,2018-09-11T00:00:00.0000000,0,1,059344baebbeaa42fa9f2bbe11b1583e,955fee9216a65b617aa5c0531780ce60,29.99,15.31,45.3,45.3
002955b0acc63d04f6724a31967e82bd,accb4b4ad075d07a833eacca116071c7,delivered,2017-12-18T13:43:54.0000000,2017-12-26T18:28:29.0000000,2018-01-16T00:00:00.0000000,0,1,d9bdf643d95cb89844c0da1a0df1d16e,058fd0aa2bfdb2274e05e1ae971dabb6,120,15.59,135.59,135.59
0029c5db35ef291ce99d1262012e7daa,2f08bf21468eccdf69598582d4b89fb5,delivered,2018-08-25T00:09:40.0000000,2018-08-30T18:34:37.0000000,2018-09-03T00:00:00.0000000,0,1,7614c62b86a81021243e438cfde78ccc,900ba814c251a692506d7834c1218441,492.75,21.62,514.37,514.37
0029f17cf0e7640c5cb6825af681303f,687223424c00a708c168301ebb8d16ef,delivered,2018-05-02T11:59:06.0000000,2018-05-10T23:42:18.0000000,2018-05-22T00:00:00.0000000,0,1,01c666c82f414c762ad21bffa56e8b49,d3dcf0604eabf0224fbd5948b5e02f69,94.9,18.54,113.44,113.44
002af7fa9eb99d1456bceb6a13d6fc0b,bacf5021c97183a2a3946dff31e56098,delivered,2018-02-18T18:46:28.0000000,2018-03-12T18:15:42.0000000,2018-03-15T00:00:00.0000000,0,1,c2ece64199af7a53793ed9612a89a8cd,6c7d50c24b3ccd2fd83b44d8bb34e073,88.34,21.11,109.45,109.45
002b430ff89b3a24c31a1170acbbedea,8d69dbf0f4dcb6c90367e0877ae94732,delivered,2017-06-20T21:55:21.0000000,2017-06-29T14:57:35.0000000,2017-07-12T00:00:00.0000000,0,1,cc47c0863559499f01b4cad750929d10,7a67c85e85bb2ce8582c35f2203ad736,199.99,65.56,265.55,265.55
002b4e6fa42cd4a22cc86abc18fe9c05,a5fd6dd86d703cedc9ab6be3dba12816,delivered,2018-03-11T10:24:44.0000000,2018-03-19T22:34:41.0000000,2018-04-06T00:00:00.0000000,0,1,a6f449f6257f26e556013151cee46b4b,b1a81260566c1bac3114a6d124413f27,99.9,19.67,119.57,119.57
002c9def9c9b951b1bec6d50753c9891,06cf02bf583b05fd91bc8eec0f1b4c3f,delivered,2018-05-14T16:57:47.0000000,2018-05-18T14:37:38.0000000,2018-05-25T00:00:00.0000000,0,1,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,78,8.9,86.9,173.8
002c9def9c9b951b1bec6d50753c9891,06cf02bf583b05fd91bc8eec0f1b4c3f,delivered,2018-05-14T16:57:47.0000000,2018-05-18T14:37:38.0000000,2018-05-25T00:00:00.0000000,0,2,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,78,8.9,86.9,173.8
002d040018d12a3853c059f7f23ab5b1,d7a77284d0a56f6b1ecb8c344b60d3e4,delivered,2017-11-19T19:16:07.0000000,2017-11-27T18:54:09.0000000,2017-12-08T00:00:00.0000000,0,1,97c58626cc3e15d514d2095f69650220,fe2032dab1a61af8794248c8196565c9,155,14.84,169.84,169.84
002f16b7bc4530031b7d90f791b12d8a,1eeffe21744883fbf61fbf138dbb8eee,delivered,2018-07-02T16:51:47.0000000,2018-07-06T18:14:47.0000000,2018-07-25T00:00:00.0000000,0,1,d54c5b81fc2b38707588dd4eddc7c594,0241d4d5d36f10f80c644447315af0bd,249.9,34.23,284.13,284.13
002f19a65a2ddd70a090297872e6d64e,7fa80efb1ef15ca4104627910c29791c,shipped,2018-03-21T13:05:30.0000000,,2018-04-16T00:00:00.0000000,0,1,9eae06d51aaa383b2bed5547a19d581c,1835b56ce799e6a4dc4eddc053f04066,53.98,23.31,77.29,77.29
002f98c0f7efd42638ed6100ca699b42,75fd1fb0bb511fc71ac2b2649c02b21b,delivered,2017-08-04T09:19:10.0000000,2017-08-07T19:07:30.0000000,2017-09-05T00:00:00.0000000,0,1,d41dc2f2979f52d75d78714b378d4068,7299e27ed73d2ad986de7f7c77d919fa,8.99,32.57,41.56,93.62
002f98c0f7efd42638ed6100ca699b42,75fd1fb0bb511fc71ac2b2649c02b21b,delivered,2017-08-04T09:19:10.0000000,2017-08-07T19:07:30.0000000,2017-09-05T00:00:00.0000000,0,2,880be32f4db1d9f6e2bec38fb6ac23ab,fa40cc5b934574b62717c68f3d678b6d,44.9,7.16,52.06,93.62
0030d783f979fbc5981e75613b057344,84ddc138522822dfb51b603c2f466a18,delivered,2017-11-24T20:03:02.0000000,2018-01-06T00:25:43.0000000,2017-12-15T00:00:00.0000000,1,1,ae27a5524edb2c8dc4656c670f458fb7,8e6cc767478edae941d9bd9eb778d77a,60.6,17.67,78.27,78.27
0030ff924c38549807645976adeef2c0,c46e1af5a15417246a9c5e81ac964358,delivered,2018-03-25T16:52:27.0000000,2018-04-16T15:39:49.0000000,2018-04-20T00:00:00.0000000,0,1,bd7cab8de4d7943286634023cc06f8ff,855668e0971d4dfd7bef1b6a4133b41b,225,67.24,292.24,292.24
00310b0c75bb13015ec4d82d341865a4,0dad07848c618cc5a4679a1bfe1db8d2,canceled,2018-08-15T14:29:08.0000000,,2018-08-29T00:00:00.0000000,0,1,c8e7c2ef329fcda4a233e7e2f8bb8b7d,a2deecd5398f5df4987110c80a1972a3,39.9,15.38,55.28,55.28
